Station,StationDescription,CBSeg2003,CBSeg2003Description,CBSegmentShed2009,CBSegmentShed2009Description,HUC8,HUC12,FIPS,State,CountyCity,USGSGage,FallLine,Latitude,Longitude,UTMX,UTMY,LLDatum
"TUPMP.SFRORI003","South Fork Rockfish River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.90277,-78.96820,151074,4202457,"NAD83 "
"TUPMP.SFRORI004","South Fork Rockfish River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.88050,-78.89790,157155,4199723,"NAD83 "
"TUPMP.SFRORI005","South Fork Rockfish River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.88250,-78.88790,158044,4199909,"NAD83 "
"TUPMP.SFRORI006","South Fork Rockfish River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.89519,-78.97317,150601,4201634,"NAD83 "
"TUPMP.SPRUCR001","Spruce Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.88488,-78.89889,157088,4200213,"NAD83 "
"TUPMP.SPRUCR003","Spruce Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.89194,-78.93511,153934,4201131,"NAD83 "
"TUPMP.SYCACR002","Sycamore Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030804","51029","VA","Buckingham",,"A",37.64091,-78.69115,174296,4172386,"NAD83 "
"TUPMP.UTJARI001","Unnamed Trib to James River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030804","51029","VA","Buckingham",,"A",37.66861,-78.69917,173709,4175490,"NAD83 "
"TUPMP.WHEECO001","Wheelers Cove",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030903","51125","VA","Nelson",,"A",37.80541,-78.80534,164959,4191051,"NAD83 "
"TUPMP.WHEECO002","Wheelers Cove",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030903","51125","VA","Nelson",,"A",37.81653,-78.79736,165712,4192257,"NAD83 "
"2-MCM005.12","(NTN) Mechums River Near White Hall; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080204","020802040102","51003","VA","Albemarle","02031000","A",38.10269,-78.59293,184941,4223309,"NAD83 "
"2-RVN015.97","(NTN) Rivanna River At Palmyra; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080204","020802040501","51065","VA","Fluvanna","02034000","A",37.85806,-78.26695,212579,4195098,"NAD83 "
"2-JMS113.20","(NTN) James River Near Richmond; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City","02037500","A",37.53142,-77.48370,280539,4156725,"NAD83 "
"2-JMS117.35","(Ntid) Rt. 147 Bridge;James River Near Richmond","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51087","VA","Henrico","02037500","A",37.56158,-77.54381,275318,4160214,"NAD83 "
"ACB.35","James River Park",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.52460,-77.46860,281854,4155933,"NAD83 "
"ACB.53","Huguenot Bridge",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.56040,-77.54530,275182,4160087,"NAD83 "
"ACB.CB1","Crooked Branch",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.51261,-77.48008,280804,4154630,"NAD83 "
"ACB.DC1","Deep Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050405","51145","VA","Powhatan",,"A",37.61790,-77.98983,236113,4167626,"NAD83 "
"ACB.JRB","James River at Belmead",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050403","51145","VA","Powhatan",,"A",37.62440,-77.98310,236731,4168328,"NAD83 "
"ACB.JRTP","James River at Tucker Park",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050504","51075","VA","Goochland",,"A",37.66520,-77.88667,245382,4172590,"NAD83 "
"ACB.MANCAN","Manchester Canal; drainage canal that empties into James River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.52586,-77.43108,285174,4155987,"NAD83 "
"ACB.RC1","Reedy Creek at Roanoke and Dunston",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.51467,-77.47456,281298,4154845,"NAD83 "
"ACB.RC3","Reedy Creek at 44th Street",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.51479,-77.48393,280470,4154881,"NAD83 "
"ACB.RC4","Reedy Creek at German School Road",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.50686,-77.50430,278646,4154048,"NAD83 "
"ACB.RSC01","Rattlesnake Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.55893,-77.53839,275788,4159907,"NAD83 "
"ACB.RSC02","Rattlesnake Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.54315,-77.54554,275109,4158173,"NAD83 "
"ACB.UT1","Unnamed tributary of Reedy Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.51483,-77.48533,280346,4154888,"NAD83 "
"CWT.10","Behind Bon Air Elementary School",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51041","VA","Chesterfield",,"B",37.52710,-77.56430,273403,4156437,"NAD83 "
"CWT.11","North of culvert under Poplar Hollow Trail",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51041","VA","Chesterfield",,"B",37.51420,-77.54930,274690,4154970,"NAD83 "
"CWT.14","Upstream of boat slip at the Virginia Powerboat Association property",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050606","51041","VA","Chesterfield",,"A",37.55430,-77.60400,269978,4159552,"NAD83 "
"CWT.26","West of Kings Farm Drive culvert north bank of creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050504","51041","VA","Chesterfield",,"A",37.55180,-77.66330,264731,4159422,"NAD83 "
"CWT.68","Test site is on the observation platform of the dam. ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51041","VA","Chesterfield",,"B",37.52310,-77.58320,271720,4156039,"NAD83 "
"HAWQS.DR1","Deep Run 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.60234,-77.60630,269923,4164889,"NAD83 "
"HAWQS.DRP2","Deep Run Park 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.62240,-77.58630,271750,4167066,"NAD83 "
"HAWQS.QM1","Quioccasin Middle 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.60925,-77.58530,271798,4165605,"NAD83 "
"HAWQS.TC1","Three Chopt 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.63404,-77.58027,272318,4168343,"NAD83 "
"HAWQS.TCP1","Tuckahoe Creek Park 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.62336,-77.65070,266068,4167332,"NAD83 "
"HAWQS.TUC1","Tuckahoe Creek 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050605","51087","VA","Henrico",,"A",37.61170,-77.64170,266826,4166015,"NAD83 "
"JRA.J10","James River at 14th Street",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.53095,-77.43193,285113,4156554,"NAD83 "
"JRA.J20","James River at Rope Swing at Tredegar",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.53435,-77.44537,283935,4156962,"NAD83 "
"JRA.J21","James River at Reedy Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.52439,-77.46958,281767,4155912,"NAD83 "
"JRA.J22","James River at 42nd St Access",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.52677,-77.47569,281233,4156191,"NAD83 "
"JRA.J23","James River at Pony Pasture",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"A",37.55159,-77.52042,277354,4159050,"NAD83 "
"JRA.J24","James River at Huguenot Flatwater",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050606","51087","VA","Henrico",,"A",37.56054,-77.54578,275140,4160104,"NAD83 "
"JRA.J25","James River at Tucker Park (Maidens Crossing)",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050504","51075","VA","Goochland",,"A",37.66610,-77.88881,245196,4172696,"NAD83 "
"JRA.J26","James River at Robious Landing Park",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050606","51041","VA","Chesterfield",,"A",37.55921,-77.64667,266223,4160203,"NAD83 "
"TF5.0J","(NTN) James River At Cartersville; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050403","51075","VA","Goochland","02035000","A",37.67111,-78.08580,227835,4173806,"NAD83 "
"TF5.2","(Tidal) James River At Mayo's Bridge (Jrwqmp Station #2)","JMSTF ","James River-Tidal Fresh Region","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050607","51760","VA","Richmond City",,"B",37.53050,-77.43400,284929,4156508,"NAD83 "
"TUPMP.WILLRI001","Willis River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050202","51029","VA","Buckingham",,"A",37.42810,-78.43210,196298,4147897,"NAD83 "
"TUPMP.WILLRI002","Willis River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080205","020802050202","51029","VA","Buckingham",,"A",37.42910,-78.45410,194355,4148079,"NAD83 "
"2-CHK032.77","(Ntid) North Bank Ds Rt. 155 Bridge","NTGISS","NonTidal Station Outside of Segment Coverage","CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060505","51127","VA","New Kent",,"A",37.42916,-77.03833,319651,4144432,"NAD83 "
"2-CHK035.26","(NTN) Chickohominy River Near Providence Forge; Va","NGISS ","Tidal Station No GIS Segment","CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060505","51127","VA","New Kent","02042500","B",37.43000,-77.06000,317736,4144567,"NAD83 "
"2-FAC000.85","(Ntid) Rt. 1 Bridge","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.43906,-77.43906,284219,4146373,"NAD83 "
"2-PGN010.07","(Ntid) Rt. 677 Bridge; Nw Of Smithfield","NTGISS","NonTidal Station Outside of Segment Coverage","JMSMH     ","James River-Mesohaline Region","02080206","020802060902","51093","VA","Isle Of Wight",,"A",37.02447,-76.67189,351283,4098893,"NAD83 "
"ACB.ALBCRE0.5","Albro Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51760","VA","Richmond City",,"B",37.49701,-77.43906,284385,4152804,"NAD83 "
"ACB.CR21","Dock at Eagles Landing Public Access","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060506","51127","VA","New Kent",,"B",37.41991,-76.97541,325197,4143287,"NAD83 "
"ACB.CR5","Upham Brook",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"A",37.60570,-77.54550,275301,4165115,"NAD83 "
"ACB.GIL02","Gillies Creek a split with Stoney Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51760","VA","Richmond City",,"B",37.52789,-77.39285,288558,4156125,"NAD83 "
"ACB.GIL03","Gillies Creek by Stone Brewery","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060101","51760","VA","Richmond City",,"B",37.52273,-77.41636,286466,4155606,"NAD83 "
"ACB.HALCRE0.72","Halfway Creek at Carter's Grove Country Road","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060801","51095","VA","James City",,"B",37.24080,-76.69160,349958,4122926,"NAD83 "
"ACB.HALCRE3","Tributary of Halfway Creek",,,"JMSOH     ","James River-Oligohaline Region","02080206","020802060801","51095","VA","James City",,"B",37.23915,-76.66416,352389,4122700,"NAD83 "
"ACB.HSC01","Horse Swamp Creek at Lark Drive",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060501","51087","VA","Henrico",,"B",37.59866,-77.42630,285805,4164055,"NAD83 "
"ACB.JOR1","Jordans Branch",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59726,-77.47390,281598,4164009,"NAD83 "
"ACB.JRRC","James River Canal at Great Shiplock Park","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060101","51760","VA","Richmond City",,"B",37.52577,-77.42113,286053,4155954,"NAD83 "
"ACB.MILCRE3.65","Mill Creek at Hickory Signpost Road; stream running behind housing area parallel to road - pumping station",,,"JMSOH     ","James River-Oligohaline Region","02080206","020802060704","51095","VA","James City",,"B",37.24611,-76.75266,344552,4123613,"NAD83 "
"ACB.Newtown","Newtown Discovery Park Blvd Williamsburg VA; Stream in public park",,,"JMSOH     ","James River-Oligohaline Region","02080206","020802060702","51095","VA","James City",,"B",37.28200,-76.74130,345634,4127577,"NAD83 "
"ACB.NR1","North Run 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.63774,-77.47743,281405,4168509,"NAD83 "
"ACB.POC01","Pocoshock Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"B",37.46474,-77.49908,278983,4149362,"NAD83 "
"ACB.PRC01","Princeton Creek",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59697,-77.46902,282028,4163965,"NAD83 "
"ACB.PRC02","Princeton Creek at Acca Temple",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59365,-77.46709,282188,4163592,"NAD83 "
"ACB.PRC03","Princeton Creek at 1618 Princeton Road",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59440,-77.46403,282461,4163669,"NAD83 "
"ACB.PSC01","Pocosham Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51760","VA","Richmond City",,"A",37.46503,-77.50010,278894,4149397,"NAD83 "
"ACB.STN01","Stony Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51760","VA","Richmond City",,"B",37.52828,-77.39319,288529,4156169,"NAD83 "
"ACB.STORUN6.2","Stony Run Branch flows south under the enterance footbridge and along the east side of DeJarnette Park towards Stony Run; DeJarnette Park SIC Code #9512; Ashland VA",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060402","51085","VA","Hanover",,"B",37.75357,-77.48936,280694,4181391,"NAD83 "
"ACB.TB","Thorpe Branch",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.62339,-77.47886,281236,4166920,"NAD83 "
"ACB.UB1","Upham Brook below north run confluence",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.61460,-77.45670,283167,4165893,"NAD83 "
"ACB.UB2","Upham Brook",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59832,-77.46803,282119,4164113,"NAD83 "
"ACB.UB3","Upham Brook at Anderson St",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.60303,-77.45975,282864,4164616,"NAD83 "
"ACB.UB4","Upham Brook at ByrdHill Rd",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.59963,-77.48641,280500,4164301,"NAD83 "
"CHK001.47","(Tidal) Between Red 12 & 14 Off Of Point No Point","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060605","51095","VA","James City",,"B",37.25432,-76.87118,334057,4124726,"NAD83 "
"CHK006.14","(Tidal) Deq Long Term Monitoring Station Near Buoy Red 18","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060605","51095","VA","James City",,"B",37.31230,-76.87672,333694,4131169,"NAD83 "
"CHK008.30","(Tidal) Between Wright & Parsons Islands Off Of Pier","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060604","51095","VA","James City",,"B",37.34250,-76.87270,334116,4134512,"NAD83 "
"CHK015.12","(Tidal) Chickahominy Haven","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060604","51036","VA","Charles City",,"B",37.37323,-76.89937,331822,4137969,"NAD83 "
"CHK023.96","Mid Channel Below Walker Dam","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060601","51127","VA","New Kent",,"B",37.40595,-76.93758,328513,4141669,"NAD83 "
"CWT.18","At end of a cul de sac on a residential road northwest of Belmont Road",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.44350,-77.52210,276884,4147059,"NAD83 "
"CWT.2","Sample taken from wooden bridge that leads to the wetlands area Park at the nature center and walk 1/4 mile on paved trail",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.45420,-77.58040,271758,4148386,"NAD83 "
"CWT.20","North bank of creek next to Shenandoah Community Association parking lot",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"B",37.49100,-77.57540,272312,4152458,"NAD83 "
"CWT.202","Near west shore 150 yards from dam",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.47825,-77.63507,266996,4151189,"NAD83 "
"CWT.204","off south shore 600 yards from dam",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.47634,-77.63020,267421,4150965,"NAD83 "
"CWT.21","North of picnic shelter at Fernbrook Park",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.44191,-77.56483,273099,4146985,"NAD83 "
"CWT.3","50 yards west of Groveton Terrace",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.49170,-77.64290,266346,4152701,"NAD83 "
"CWT.3.1","Upstream pavilion in Midlothian Mines Park ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.49700,-77.64510,266168,4153295,"NAD83 "
"CWT.31","West side of creek at the head of the nature trail ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"B",37.49140,-77.54100,275355,4152420,"NAD83 "
"CWT.41","West bank of creek north end of Queensgate Road culvert",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.48650,-77.64030,266560,4152118,"NAD83 "
"CWT.42","At Government Center Parkway",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51041","VA","Chesterfield",,"B",37.38377,-77.49885,278765,4140376,"NAD83 "
"CWT.47","Base of bridge crossing the creek east bank south of the bridge",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"B",37.45700,-77.60006,270028,4148745,"NAD83 "
"CWT.53","North bank at the intersection of Beulah and Irongate Roads",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51041","VA","Chesterfield",,"B",37.41880,-77.48260,280307,4144225,"NAD83 "
"CWT.58","East bank of the creek next to the pool parking lot",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"B",37.46940,-77.54660,274794,4149992,"NAD83 "
"CWT.62","North end of culvert at the intersection of Chester Road and Hamlin Creek Parkway",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51041","VA","Chesterfield",,"B",37.38390,-77.45260,282861,4140283,"NAD83 "
"CWT.69","Test site is on the south bank of the creek behind 2831 Defrod Court  ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51041","VA","Chesterfield",,"B",37.37340,-77.42460,285311,4139054,"NAD83 "
"CWT.72","On the south bank of creek at the end of the trail approximately 550 feet north west of playground ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.45840,-77.61440,268763,4148935,"NAD83 "
"CWT.8","Sample taken off dock located at 2312 Mount Blanco Road","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060106","51087","VA","Henrico",,"B",37.36310,-77.30910,295511,4137654,"NAD83 "
"CWT.FCR5","On a private dock at 4309 Reservoir Lane",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.45910,-77.48340,280354,4148699,"NAD83 "
"CWT.FCR6","On a private dock at 4400 Lake Hill Court ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.46220,-77.46830,281699,4149008,"NAD83 "
"CWT.FCR7","On a private dock at 4600 Selwood Road",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.45870,-77.47770,280857,4148642,"NAD83 "
"CWT.FCR8","On a private dock at 4600 Melody Court ",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51760","VA","Richmond City",,"B",37.48540,-77.47320,281333,4151594,"NAD83 "
"CWT.FCR9","Falling Creek Reservoir 8; dock at 4150 October Road",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060102","51041","VA","Chesterfield",,"A",37.45900,-77.47490,281105,4148669,"NAD83 "
"HAWQS.AC1","Almond Creek 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51087","VA","Henrico",,"B",37.50667,-77.40160,287725,4153790,"NAD83 "
"HAWQS.BB1","Biddy Branch 1; located behind 1431 Chaffins Branch Henrico, VA",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51087","VA","Henrico",,"B",37.42290,-77.39542,288034,4144481,"NAD83 "
"HAWQS.BP1","Bryan Park 1; located on bridge in Bryan Park by main, large parking lot and shelter area",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51760","VA","Richmond City",,"B",37.59720,-77.47377,281609,4164002,"NAD83 "
"HAWQS.CR1","Chickahominy River",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060401","51087","VA","Henrico",,"A",37.68855,-77.57770,272711,4174386,"NAD83 "
"HAWQS.DB1","Deep Bottom 1","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060104","51087","VA","Henrico",,"B",37.40815,-77.30310,296165,4142640,"NAD83 "
"HAWQS.DE1","Donahue Elementary; located along Graves Rd by Donahoe Elementary School",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060501","51087","VA","Henrico",,"B",37.54012,-77.29561,297185,4157268,"NAD83 "
"HAWQS.EL1","HAWQS; Echo Lake 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060401","51087","VA","Henrico",,"A",37.67076,-77.54776,275297,4172340,"NAD83 "
"HAWQS.EL2","Echo Lake 2",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060401","51087","VA","Henrico",,"A",37.67443,-77.54810,275279,4172748,"NAD83 "
"HAWQS.HC1","Hungary Creek",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.64887,-77.49657,279748,4169789,"NAD83 "
"HAWQS.JB1","Jordan Branch 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.58861,-77.49361,279832,4163095,"NAD83 "
"HAWQS.NR1","North Run 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.63759,-77.47739,281408,4168493,"NAD83 "
"HAWQS.NR2","North Run 2",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.62927,-77.47680,281435,4167568,"NAD83 "
"HAWQS.OL2","Osborne Landing 2",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51087","VA","Henrico",,"B",37.40408,-77.39103,288370,4142382,"NAD83 "
"HAWQS.OsborneLanding","Osbourne Landing 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060103","51087","VA","Henrico",,"B",37.40235,-77.38779,288652,4142183,"NAD83 "
"HAWQS.RB1","Rocky Branch1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.63028,-77.51380,278173,4167767,"NAD83 "
"HAWQS.SP1","Spring Park 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.59886,-77.46509,282380,4164166,"NAD83 "
"HAWQS.SR1","Stony Run 1",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51087","VA","Henrico",,"B",37.54424,-77.36193,291336,4157871,"NAD83 "
"HAWQS.TB1","Trumpet Branch",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060403","51087","VA","Henrico",,"B",37.60772,-77.46539,282380,4165150,"NAD83 "
"HAWQS.WL1","Waterfront Lake 1",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060401","51087","VA","Henrico",,"A",37.65998,-77.57763,272630,4171216,"NAD83 "
"JMS017.96","(Tidal) Northern Shoreline Of The James River; Just Southwest Of The James River Country Club","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060906","51700","VA","Newport News City",,"B",37.04883,-76.50450,366216,4101347,"NAD83 "
"JMS018.23","(Tidal) Dock Off Of James River Country Club","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060906","51700","VA","Newport News City",,"B",37.05323,-76.50992,365742,4101843,"NAD83 "
